TooltipMessage/GameManualButton/Unlock,Hướng dẫn trò chơi
GameManualItem/content/git branch/commandDetail/4/use,"Để xem tên của tất cả các nhánh từ xa, được đặt tên theo định dạng:
<color=#CF001C>remote_repository_alias/tên nhánh</color>."
GameManualItem/content/git branch/commandDetail/4/scenario,1. Khi cần biết tên các nhánh remote trong remote repo.
GameManualItem/content/git branch/commandDetail/4/example,"Khi Người dùng A muốn biết tên nhánh từ xa do Người dùng B phát triển,
thực hiện lệnh sau:"
GameManualItem/content/git branch/commandDetail/4/exampleBox,git branch <color=#CF001C>-r</color>
GameManualItem/content/git branch/commandDetail/4/hint,"<b>1. Sự khác biệt so với lệnh <color=#CF001C>git branch</color>:</b>
     Mặc dù cả hai lệnh đều có thể xem tên nhánh nhưng mục đích của chúng khác nhau:
     <color=#CF001C>git branch</color> được sử dụng để xem các nhánh cục bộ.
     <color=#173D91>git branch -r</color> được sử dụng để xem tất cả tên nhánh từ xa."
GameManualItem/content/git branch/commandDetail/5,"git branch <color=#CF001C>local_branch_name</color> <color=""#173D91"">remote_branch_name</color>"
GameManualItem/content/git branch/commandDetail/5/use,Sao chép 'lịch sử commit' của một nhánh từ xa được chỉ định sang nhánh cục bộ mới được tạo.
GameManualItem/content/git branch/commandDetail/5/scenario,"1. Khi bạn cần lấy một nhánh cụ thể từ kho lưu trữ từ xa. 
2. Khi bạn cần xem các chi nhánh từ xa của các nhà phát triển khác hoặc của riêng bạn."
GameManualItem/content/git branch/commandDetail/5/example,"Khi Người dùng A cần xem 'nhánh thành viên' do Người dùng B tạo.
Sử dụng lệnh sau để đưa nhánh 'nhánh thành viên' từ xa đến thiết bị cục bộ:"
GameManualItem/content/git branch/commandDetail/5/exampleBox,"git branch <color=#CF001C>member-branch</color> <color=""#173D91"">origin/member-branch</color>"
GameManualItem/content/git branch/commandDetail/5/hint,"<b>1. Tên nhánh cục bộ thường phải khớp với tên chi nhánh ở xa:</b>
     Thông thường, tên nhánh cục bộ phải giống với tên nhánh ở xa.
     Điều này có thể tránh được sự nhầm lẫn.
<b>2. Đảm bảo tên nhánh được chỉ định không tồn tại khi thực hiện lệnh này:</b>
     Tương tự như lệnh <color=#CF001C>git branch</color>, lệnh này tạo nhánh trong kho lưu trữ cục bộ.
     Nếu tên nhánh được tạo đã tồn tại, lệnh sẽ ngừng chạy."
GameManualItem/content/git merge/1,"<color=#CF001C>git merge</color> là một loại lệnh quan trọng.
Nó liên quan đến 'Lịch sử commit' và 'Quản lý chi nhánh'.
Lệnh này có thể hợp nhất nhánh.
Trong quá trình sáp nhập,
Git tự động chọn chế độ hợp nhất dựa trên 'lịch sử commit' của hai nhánh mục tiêu.
Có ba loại chế độ hợp nhất:
1. Hợp nhất chuyển tiếp nhanh
2. Tự động hợp nhất
3. Hợp nhất xung đột
Để có giải thích chi tiết về các chế độ hợp nhất này,
vui lòng tham khảo 'Chế độ hợp nhất trong git merge' trong hướng dẫn sử dụng trò chơi."
GameManualItem/content/git merge/commandDetail/1,git merge <color=#CF001C>branch_name</color>
GameManualItem/content/git merge/commandDetail/1/use,"Hợp nhất nội dung nhánh được nhắm mục tiêu vào nhánh hiện tại,
hãy để nhánh hiện tại nhận được tất cả 'lịch sử commit' từ nhánh được nhắm mục tiêu."
GameManualItem/content/git merge/commandDetail/1/scenario,"1. Khi chuẩn bị sáp nhập một nhánh đã hoàn thành vào nhánh chính.
2. Một trong các bước xác nhận quá trình hợp nhất trước khi tạo Pull Request."
GameManualItem/content/git merge/commandDetail/1/example,"Khi Người dùng A hoàn tất quá trình phát triển trên nhánh 'tính năng mới',
và muốn hợp nhất nội dung của nó vào nhánh 'chính'.
Người dùng A có thể chuyển sang nhánh 'chính' và thực hiện lệnh sau:"
GameManualItem/content/git merge/commandDetail/1/exampleBox,git merge <color=#CF001C>new-feature</color>
GameManualItem/content/git merge/commandDetail/1/hint,"<b>1. Xác nhận chi nhánh hiện tại:</b>
     Trước khi thực hiện hợp nhất, hãy đảm bảo nhánh hiện tại là chính xác.
     Để tránh việc sáp nhập vào sai nhánh và gây ra những sự cố không đáng có.
<b>2. Xác nhận vai trò của nhánh được chỉ định và nhánh hiện tại:</b>
     Việc sáp nhập nhánh A vào nhánh B có thể dẫn đến kết quả khác với việc sáp nhập nhánh B vào nhánh A.
     Vì vậy, trước khi bắt đầu hợp nhất. 
     Hãy xác định rõ vai trò của cả 2 nhánh trước để tránh sáp nhập vào nhầm nhánh."
GameManualItem/content/git clone/1,"<color=#CF001C>git clone</color> là loại lệnh liên quan đến 'Quản lý từ xa'.
Đây là lệnh đầu tiên được thực thi khi sử dụng kho lưu trữ từ xa.
Loại lệnh này là sao chép nội dung của kho lưu trữ từ xa sang thiết bị cục bộ của bạn, 
và tạo kết nối giữa thiết bị cục bộ của bạn và kho lưu trữ từ xa.
Kho lưu trữ từ xa được nhân bản thành công được Git đặt tên là 'origin'.
Một phần lệnh Git sẽ sử dụng các bí danh kho lưu trữ này để thực hiện các hành động."
GameManualItem/content/git clone/commandDetail/1,git clone <color=#CF001C>remote_repository_URL</color>
GameManualItem/content/git clone/commandDetail/1/use,Sao chép nội dung của kho lưu trữ từ xa vào thiết bị cục bộ của bạn.
GameManualItem/content/git clone/commandDetail/1/scenario,"1. Khi chuẩn bị bắt đầu phát triển bằng kho lưu trữ từ xa.
2. Khi cần tiếp tục phát triển dự án trên một thiết bị mới."
GameManualItem/content/git clone/commandDetail/1/example,"Khi Người dùng A tạo kho lưu trữ từ xa mới (ví dụ: https://github.com/user/New-Project.git) 
trên nền tảng dịch vụ Git (chẳng hạn như GitHub, GitLab, v.v.).
Để phát triển dự án trên thiết bị cục bộ của họ, hãy thực hiện lệnh sau:"
GameManualItem/content/git clone/commandDetail/1/exampleBox,git clone <color=#CF001C>https://github.com/user/New-Project.git</color>
GameManualItem/content/git clone/commandDetail/1/hint,"<b>1. Xác nhận đường dẫn dòng lệnh hiện tại:</b>
     Sau khi thực hiện lệnh này, Git sẽ tạo một thư mục có cùng tên với remote 
     kho lưu trữ trong đường dẫn dòng lệnh.
     Thư mục chứa tất cả các tệp từ kho lưu trữ từ xa.
<b>2. Hiểu nguyên nhân khiến việc thực thi lệnh không thành công:</b>
     Các lý do khiến việc thực thi lệnh không thành công có thể bao gồm:
          1. Sự cố kết nối mạng.
          2. Vấn đề về quyền.
          3. Trạng thái của đường dẫn hiện tại.
     Để tránh thất bại do 'trạng thái của đường dẫn hiện tại',
     hãy đảm bảo rằng không có thư mục nào trong đường dẫn hiện tại có cùng tên
      làm kho lưu trữ từ xa và thư mục đó trống."
GameManualItem/content/git remote/1,"<color=#CF001C>git remote</color> là loại lệnh liên quan đến 'Quản lý từ xa'.
Nó được sử dụng để xác nhận xem một dự án có được kết nối với các kho lưu trữ từ xa khác hay không,
và hiển thị các URL và bí danh của các kho lưu trữ từ xa được kết nối.
Trong thực tế sử dụng Git,
lệnh này cũng có thể được sử dụng để thêm hoặc xóa kết nối với các kho lưu trữ từ xa khác."
GameManualItem/content/git remote/commandDetail/1,git remote <color=#CF001C>-v or --verbose</color>
GameManualItem/content/git remote/commandDetail/1/use,"Xác nhận xem dự án cục bộ đã kết nối với các kho lưu trữ từ xa khác chưa,
và hiển thị các URL và bí danh của các kho được kết nối."
GameManualItem/content/git remote/commandDetail/1/scenario,1. Khi bạn cần xác nhận trạng thái kết nối từ xa của dự án hiện tại.
GameManualItem/content/git remote/commandDetail/1/example,"Khi Người dùng A sao chép kho lưu trữ từ xa từ nền tảng dịch vụ Git sang thiết bị cục bộ của họ.
Để xác nhận xem nó có được kết nối chính xác với kho lưu trữ từ xa tương ứng hay không,
họ có thể thực hiện lệnh sau:"
GameManualItem/content/git remote/commandDetail/1/exampleBox,git remote <color=#CF001C>-v</color>
GameManualItem/content/git remote/commandDetail/1/hint,"<b>1. Không có phản hồi khi không được kết nối với bất kỳ kho lưu trữ từ xa nào:</b>
     Nếu dự án không kết nối với các kho lưu trữ từ xa khác.
     Thực hiện lệnh này sẽ không trả lại bất kỳ tin nhắn nào."
GameManualItem/content/git push/1,"<color=#CF001C>git push</color> là loại lệnh liên quan đến 'Quản lý từ xa'.
Lệnh này được sử dụng để tải nội dung của một nhánh cục bộ lên một kho lưu trữ từ xa được chỉ định,
và kho lưu trữ từ xa tạo và cập nhật nhánh từ xa tương ứng."
GameManualItem/content/git push/commandDetail/1,"git push <color=#CF001C>remote_repository_alias</color> <color=""#173D91"">local_branch_name</color>"
GameManualItem/content/git push/commandDetail/1/use,"Tải nhánh cục bộ được nhắm mục tiêu lên kho lưu trữ từ xa được nhắm mục tiêu.
Nó sẽ tạo một nhánh từ xa có cùng tên trong kho lưu trữ từ xa.
Và đồng bộ hóa 'lịch sử commit' của nhánh cục bộ."
GameManualItem/content/git push/commandDetail/1/scenario,"1. Khi một phần của tính năng được hoàn thành.
2. Khi cần sao lưu nội dung của một nhánh cục bộ.
3. Khi tính năng đã được phát triển đầy đủ."
GameManualItem/content/git push/commandDetail/1/example,"Khi Người dùng A đã hoàn thành một tính năng trên nhánh 'tính năng mới'
và muốn tải nội dung nhánh lên kho lưu trữ từ xa.
Người dùng A có thể thực hiện lệnh sau:"
GameManualItem/content/git push/commandDetail/1/exampleBox,"git push <color=#CF001C>origin</color> <color=""#173D91"">new-feature</color>"
GameManualItem/content/git push/commandDetail/1/hint,"<b>1. Xác nhận tên của kho lưu trữ từ xa:</b>
     Trong quá trình phát triển dự án chung, chúng tôi chỉ cần một kho lưu trữ từ xa được kết nối, 
     được đặt tên là 'origin' trong Git.
     Tuy nhiên, nếu bạn được kết nối với nhiều kho lưu trữ từ xa.
     Trước khi tải lên các thay đổi, 
     vui lòng sử dụng lệnh <color=#CF001C>git remote</color> để kiểm tra kho lưu trữ từ xa chính xác."
GameManualItem/content/git push/commandDetail/2,"git push <color=#CF001C>-d or --delete</color> <color=""#173D91"">remote_repository_alias</color> <color=#244B0E>local_branch_name</color>"
GameManualItem/content/git push/commandDetail/2/use,Xóa một nhánh từ xa được nhắm mục tiêu trong kho lưu trữ từ xa được nhắm mục tiêu.
GameManualItem/content/git push/commandDetail/2/scenario,1. Khi một nhánh từ xa được nhắm mục tiêu đã được hợp nhất vào nhánh từ xa chính.
GameManualItem/content/git push/commandDetail/2/example,"Khi Người dùng A tạo Pull Request,
nó đã hợp nhất thành công nhánh 'tính năng mới' vào nhánh 'chính' từ xa.
Người dùng A có thể thực hiện lệnh sau để xóa nhánh từ xa:"
GameManualItem/content/git push/commandDetail/2/exampleBox,"git push <color=#CF001C>-d</color> <color=""#173D91"">origin</color> <color=#244B0E>new-feature</color>"
GameManualItem/content/git push/commandDetail/2/hint,"<b>1. Xác nhận tên của kho lưu trữ từ xa:</b>
     Trong quá trình phát triển dự án chung, chúng tôi chỉ cần một kho lưu trữ từ xa được kết nối, 
     được đặt tên là 'origin' trong Git.
     Tuy nhiên, nếu bạn được kết nối với nhiều kho lưu trữ từ xa.
     Trước khi xóa chi nhánh,
     vui lòng sử dụng lệnh <color=#CF001C>git remote</color> để kiểm tra kho lưu trữ từ xa chính xác."
GameManualItem/content/git pull/1,"<color=#CF001C>git pull</color> là loại lệnh liên quan đến 'Quản lý từ xa'.
Nó được sử dụng để đồng bộ hóa nhánh cục bộ của bạn với nhánh trong kho lưu trữ từ xa.
Để đảm bảo rằng nhánh cục bộ của bạn luôn được cập nhật.
Khi thực hiện lệnh này, nó sẽ thực hiện tuần tự hai thao tác sau:
1. Tải xuống 'lịch sử commit' mới nhất từ kho lưu trữ từ xa.
2. Hợp nhất các commit mới này vào nhánh cục bộ của bạn.
Thao tác thứ hai tương tự như tính năng của lệnh <color=#CF001C>git merge</color>,
trong đó Git tự động chọn một trong các chế độ hợp nhất dựa trên sự khác biệt giữa các nhánh."
GameManualItem/content/git pull/commandDetail/1,"git pull <color=#CF001C>remote_repository_alias </color> <color=""#173D91"">branch_name</color>"
GameManualItem/content/git pull/commandDetail/1/use,Đồng bộ hóa nhánh cục bộ hiện tại với nhánh từ xa được nhắm mục tiêu trong kho lưu trữ từ xa được nhắm mục tiêu.
GameManualItem/content/git pull/commandDetail/1/scenario,"1. Khi cần phát triển dự án trên các thiết bị cục bộ khác.
2. Một trong các bước xác nhận quá trình hợp nhất trước khi tạo Pull Request."
GameManualItem/content/git pull/commandDetail/1/example,"Khi Người dùng A cần phát triển dự án trên thiết bị khác,
và kho lưu trữ cục bộ đã lâu không được cập nhật.
Người dùng A có thể thực thi lệnh sau để cập nhật nhánh 'tính năng mới' cục bộ:"
GameManualItem/content/git pull/commandDetail/1/exampleBox,"git pull <color=#CF001C>origin</color> <color=""#173D91"">new-feature</color>"
GameManualItem/content/git pull/commandDetail/1/hint,"<b>1. Xác nhận tên của kho lưu trữ từ xa:</b>
     Trong quá trình phát triển dự án chung, chúng tôi chỉ cần một kho lưu trữ từ xa được kết nối, 
     được đặt tên là 'origin' trong Git.
     Tuy nhiên, nếu bạn được kết nối với nhiều kho lưu trữ từ xa.
     Trước khi đồng bộ hóa nội dung,
     vui lòng sử dụng lệnh <color=#CF001C>git remote</color> để kiểm tra kho lưu trữ từ xa chính xác.
<b>2. Đảm bảo bạn đang ở đúng nhánh:</b>
     Trước khi thực hiện lệnh này, hãy đảm bảo bạn đang ở đúng nhánh.
     Nếu bạn thực thi <color=#CF001C>git pull origin new-feature</color> khi đang ở nhánh 'master',
     nhánh 'chính' sẽ nhận được 'lịch sử commit' của 'tính năng mới' từ xa.
     Điều này có thể gây ra sự nhầm lẫn không cần thiết."
GameManualItem/content/IntroGameManual/1,"Hướng dẫn trò chơi có thể giúp bạn xem lại nội dung bạn đã học trước đó trong trò chơi. 
Bạn có thể mở và xem nội dung của nó bất kỳ lúc nào trong màn hình chọn màn chơi hoặc khi đang chơi một màn chơi.
Nếu bạn gặp khó khăn trong trò chơi và không thể giải quyết được những thử thách hiện tại,
Hướng dẫn trò chơi có thể cung cấp gợi ý và giải pháp.
Khi bạn chơi các màn chơi mới, kiến ​​thức mới sẽ được mở khóa và bổ sung vào đó. 
Kiến thức được chia thành ba chủ đề chính:
<b>1. Lệnh Git:</b>
     Tất cả các lệnh Git đã học trong trò chơi đều được phân loại trong phần này.
     Nó bao gồm cách sử dụng, kịch bản và những điều cần chú ý đối với mỗi lệnh.
<b>2. Luật chơi và Windows:</b>
     Danh mục này bao gồm các hệ thống, cửa sổ và quy tắc của trò chơi. 
     Nếu cần xem lại tính năng trong game, bạn có thể học hỏi từ chuyên mục này.
<b>3. Kiểm soát phiên bản:</b>
     Phần này chứa kiến thức và khái niệm về kiểm soát phiên bản và Git.
Khi bạn đã hoàn thành một màn trong trò chơi và muốn xem lại những kiến ​​thức đã học trước đó, bạn có thể mở Hướng dẫn trò chơi để xem lại.
Hoặc bạn có thể chọn màn chơi muốn xem trực tiếp từ màn hình chọn màn chơi cho các bài tập thực hành."
GameManualItem/content/IntroGameManual/2/Title,Mục kiến ​​thức trong sách hướng dẫn
GameManualItem/content/IntroGameManual/2,"Trong Hướng dẫn trò chơi, nội dung theo từng danh mục được liệt kê ở phía bên trái. 
Bạn có thể nhấp vào nút danh mục ở góc trên bên trái để xem danh sách kiến ​​thức trong từng danh mục.
Danh sách kiến thức có ba biểu tượng khác nhau:
<b>1. Kiến thức bị khóa, có thể được mở khóa bằng cách chơi các màn mới:</b>"
GameManualItem/content/IntroGameManual/3,<b>2. Mở khóa kiến ​​thức:</b>
GameManualItem/content/IntroGameManual/4,<b>3. Kiến thức đã được mở khóa có thể được sử dụng ở màn chơi hiện tại:</b>
GameManualItem/content/IntroGameManual/5,"Tính năng này đặc biệt hữu ích cho danh mục 'Lệnh Git'.
     Nó có thể giúp bạn xác định lệnh nào sẽ được sử dụng ở màn chơi hiện tại."
GameManualItem/content/IntroFileContent/1,"Cửa sổ Nội dung tệp mô phỏng công cụ chỉnh sửa tài liệu trong máy tính thực tế.
Nó cho phép bạn chỉnh sửa nội dung của một tài liệu được chỉ định.
Cửa sổ này có các tính năng sau:
1. Thêm nội dung
2. Sửa đổi nội dung các dòng cụ thể
3. Xóa nội dung của dòng cụ thể
4. Đổi tên file hiện tại"
GameManualItem/content/IntroFileContent/2/Title,Giới thiệu thanh tiêu đề
GameManualItem/content/IntroFileContent/2,"<b>Văn bản bên trái:</b> Tên của tài liệu hiện tại đang được chỉnh sửa.
<b>Biểu tượng bút chì bên phải:</b> Nút đổi tên tệp."
GameManualItem/content/IntroFileContent/3/Title,Vùng nội dung tập tin
GameManualItem/content/IntroFileContent/3,"Sau khi mở một tệp được chỉ định, nội dung của nó sẽ được hiển thị trong khu vực này. 
Cấu trúc từng dòng: 
<b>·Nút bút chì trái:</b> Sửa đổi nội dung trong dòng này.
<b>·Văn bản giữa:</b> Nội dung văn bản trong dòng này.
<b>·Nút X bên phải:</b> Xóa dòng này.
Ngoài ra, còn có nút <color=#CF001C>+</color> ở phía dưới để thêm nội dung mới vào tệp."
GameManualItem/content/IntroFileContent/4,"Nếu bạn thực hiện một hành động không chính xác trong trò chơi,
hệ thống sẽ hiển thị thông báo lỗi tại đây và cung cấp nguyên nhân gây ra lỗi.
Để tìm hiểu cách tránh lỗi vận hành,
vui lòng tham khảo 'Cách hoàn thành mục tiêu một cách hoàn hảo' trong Hướng dẫn trò chơi."
GameManualItem/content/IntroFileManager/1,"Cửa sổ Trình quản lý tệp mô phỏng hệ thống trình khám phá tệp trong máy tính thực.
Nó hiển thị nội dung của máy tính trong nền mô phỏng hiện tại.
Trong trò chơi, cửa sổ thường sẽ mở.
Bởi vì một số lệnh Git yêu cầu bạn nhập tên của các tệp cụ thể."
GameManualItem/content/IntroFileManager/2/Title,Giới thiệu thanh công cụ
GameManualItem/content/IntroFileManager/2,"<b>Nút trái:</b> Quay lại thư mục trước.
<b>Hộp văn bản bên phải:</b> Hiển thị vị trí/đường dẫn thư mục hiện tại (Trang chủ là trang chủ)."
GameManualItem/content/IntroFileManager/3/Title,Giới thiệu loại tệp
GameManualItem/content/IntroFileManager/3,"Trong trò chơi này, các tệp trong Trình quản lý tệp được chia thành hai loại đơn giản.
Bạn có thể xác định chúng dựa trên biểu tượng của chúng:
<b>1. Loại tài liệu:</b>"
GameManualItem/content/IntroFileManager/4,"Mở cửa sổ 'Nội dung tệp' bằng cách nhấp vào nút chuột trái.
     Nhấp chuột phải vào biểu tượng tài liệu sẽ mở menu chức năng.
<b>2. Loại thư mục:</b>"
GameManualItem/content/IntroFileManager/5,"Nhấp chuột trái vào thư mục đích để đi vào nó.
     Sau khi di chuyển, bạn có thể xem nội dung của thư mục."
GameManualItem/content/IntroFileManager/6,"Nếu bạn thực hiện một hành động không chính xác trong trò chơi,
hệ thống sẽ hiển thị thông báo lỗi tại đây và cung cấp nguyên nhân gây ra lỗi.
Để tìm hiểu cách tránh lỗi vận hành,
vui lòng tham khảo 'Cách hoàn thành mục tiêu một cách hoàn hảo' trong Hướng dẫn trò chơi."
GameManualItem/content/IssuesBackupFile/1,"Trong khi sao lưu các tập tin có thể là một cách đơn giản và nhanh chóng để quản lý dự án.
Nó có thể gây ra nhiều vấn đề theo thời gian, 
làm cho dự án khó quản lý và ảnh hưởng tiêu cực đến hiệu quả phát triển.
Dưới đây là một số vấn đề phổ biến:
<b>1. Các tập tin không liên quan trong thư mục dự án:</b>
     Để sao lưu tập tin, bạn phải sao chép và đổi tên chúng bằng tên rõ ràng. 
     Theo thời gian, trong thư mục có nhiều file không liên quan khiến việc quản lý không dễ dàng.
<b>2. Khó khăn trong việc tìm ra sự khác biệt giữa các phiên bản:</b>
     Để hiểu những sửa đổi được thực hiện trong một phiên bản cụ thể, 
     bạn phải xem qua toàn bộ nội dung tập tin. 
     Khi có lỗi nghiêm trọng xảy ra trong quá trình phát triển, 
     phải mất rất nhiều thời gian và công sức để xác định nguồn gốc của lỗi.
<b>3. Sửa đổi các tập tin sai:</b>
     Khi có quá nhiều tệp không liên quan trong dự án, 
     bạn có thể vô tình thực hiện các thay đổi đối với phiên bản cũ của tệp, 
     nó làm nhầm lẫn hồ sơ dự án.
<b>4. Bất tiện trong việc phát triển nhóm:</b>
     Khi cộng tác với người khác trong một dự án, 
     phương pháp sao lưu tập tin có thể gây nhầm lẫn cho quá trình phát triển.
     Ví dụ: các vấn đề như số lượng tệp sao lưu, thời gian tìm kiếm sự khác biệt của tệp, 
     và cách hợp nhất nội dung nhóm.
Đây là những vấn đề thường gặp ở trên.
Quản lý dự án bằng file backup có thể dẫn đến nhiều rắc rối không mong muốn.
Sử dụng Git để quản lý dự án có thể giải quyết những vấn đề này.
Nó tăng cường sự ổn định và hiệu quả của dự án.
Cho phép bạn dành nhiều thời gian hơn cho việc phát triển dự án."
GameManualItem/content/DetachedHEAD/1,"HEAD tách rời là một trạng thái trong Git.
Khi HEAD hiện tại được định vị ở một commit cụ thể, 
chứ không phải trên bất kỳ nhánh nào trong kho Git.
Tình huống này thường xảy ra khi chúng ta sử dụng lệnh sau:"
GameManualItem/content/DetachedHEAD/1/Image,ĐẦU (Tách rời)
GameManualItem/content/DetachedHEAD/1/Command,git checkout <color=#CF001C>commit_ID</color>
GameManualItem/content/DetachedHEAD/2,"Lệnh này di chuyển HEAD đến commit đã chỉ định, HEAD ở trạng thái 'Tách rời HEAD'.
Nếu các commit mới được tạo ở trạng thái này, chúng sẽ không thuộc về bất kỳ nhánh nào. 
Những commit này không chỉ có nguy cơ bị thất lạc mà còn có thể gây ra các vấn đề về quản lý trong dự án.
Vì vậy, sau khi chuyển sang commit khác để xem nội dung file.
Nếu bạn muốn phát triển các tính năng mới, đừng quên quay lại nhánh mục tiêu. 
Bạn có thể sử dụng lệnh sau để chuyển về một nhánh cụ thể:"
GameManualItem/content/DetachedHEAD/2/Command,git checkout <color=#CF001C>branch_name</color>
GameManualItem/content/DetachedHEAD/2/tip,"Trong trò chơi, khi xảy ra tình huống Tách rời đầu.
Văn bản <color=#CF001C>HEAD (Tách rời)</color> sẽ hiển thị trên danh sách nhánh trong cửa sổ Lịch sử commit.
Nhấp vào nó và tất cả các commit sẽ trở nên minh bạch."
GameManualItem/content/.gitAndGitCoreAreas/1/Title,giới thiệu thư mục .git
GameManualItem/content/.gitAndGitCoreAreas/1,"Khi bạn đã quyết định được dự án mà bạn muốn quản lý, 
bạn cần thực thi lệnh sau trong đường dẫn thư mục dự án để tạo hệ thống quản lý Git:"
GameManualItem/content/.gitAndGitCoreAreas/1/Command,git init
GameManualItem/content/.gitAndGitCoreAreas/2,"Sau khi thực hiện thành công, 
một thư mục ẩn có tên <color=#CF001C>.git</color> sẽ được tạo trong thư mục dự án."
GameManualItem/content/.gitAndGitCoreAreas/3,"<color=#CF001C>.git</color> là thành phần cốt lõi của Git. 
Nó lưu trữ tất cả dữ liệu liên quan đến dự án, bao gồm toàn bộ lịch sử phiên bản. 
Không có thư mục này, hầu hết các lệnh Git không thể thực thi được."
GameManualItem/content/.gitAndGitCoreAreas/4/Title,Các lĩnh vực cốt lõi của Git
GameManualItem/content/.gitAndGitCoreAreas/5,"Git bao gồm ba lĩnh vực quan trọng giúp chúng ta quản lý dự án bằng Git:
<b>1. Thư mục làm việc:</b>
     Khu vực bên trong thư mục dự án được gọi là thư mục làm việc, 
     bao gồm văn bản, hình ảnh và các tệp dự án khác. 
     Trong thư mục làm việc, chúng ta thêm và chỉnh sửa các file để phát triển dự án.
<b>2. Staging Area:</b>
     Staging Area đóng vai trò là cầu nối giữa “thư mục làm việc” và “kho lưu trữ”. 
     Chúng tôi di chuyển các tệp đã sửa đổi từ 'thư mục làm việc' sang khu vực này. 
     Khi đã sẵn sàng, các tệp này sẽ được chuyển đến 'kho lưu trữ' thông qua một lệnh 
     để tạo một 'commit' mới.
<b>3. Kho lưu trữ:</b>
     Kho lưu trữ là khu vực cốt lõi của Git, lưu trữ tất cả các bản ghi của dự án. 
     Sau khi thêm một commit mới, nó sẽ được lưu trữ trong khu vực 'lịch sử commit' của 'kho lưu trữ'. 
     Khu vực này giúp theo dõi phiên bản thay đổi."
GameManualItem/content/.gitAndGitCoreAreas/5/tip,"Trên thực tế, thư mục <color=#CF001C>.git</color> thực chất là 'kho lưu trữ', 
và 'Staging Area' cũng được chứa trong thư mục."
GameManualItem/content/RuleNameBranch/1,"Học cách đặt tên các nhánh là quan trọng.
Tên chi nhánh rõ ràng và cụ thể giúp quản lý dự án hiệu quả hơn.
Và giúp nhóm dễ hiểu hơn về mục đích của từng chi nhánh.
Dưới đây là một số nguyên tắc đặt tên chi nhánh:
<b>1. Giữ nó ngắn gọn và rõ ràng:</b>
     Tên chi nhánh phải đơn giản và rõ ràng, 
     chứa đủ thông tin để mô tả mục đích tạo ra chi nhánh."
GameManualItem/content/RuleNameBranch/1/tip,"Ví dụ: sử dụng <color=#CF001C>fix-login-bug</color> tốt hơn <color=#CF001C>fix-login-bug-in-homepage</color>.
Để tránh tên chi nhánh quá dài."
GameManualItem/content/RuleNameBranch/2,"<b>2. Tránh các ký hiệu đặc biệt, dấu cách và các ký tự ngôn ngữ khác:</b>
     Tên nhánh nên tránh các ký hiệu đặc biệt, dấu cách và các ký tự ngôn ngữ khác.
     Đảm bảo dự án có thể được sử dụng và đọc trong các môi trường ngôn ngữ khác nhau.
     Việc đặt tên thích hợp nên sử dụng các chữ cái tiếng Anh viết thường và
     tách các từ bằng dấu gạch nối (-) hoặc dấu gạch chéo (/) để tăng cường khả năng đọc."
GameManualItem/content/RuleNameBranch/2/tip,Ví dụ: <color=#CF001C>new-system-feature</color> hoặc <color=#CF001C>new/system/feature</color>.
GameManualItem/content/RuleNameBranch/3,"<b>3. Bao gồm tên tác giả:</b>
     Trong quá trình phát triển nhóm, hãy đưa tên tác giả vào tên chi nhánh.
     Nó giúp theo dõi tiến độ phát triển của các thành viên trong nhóm và 
     xác định người chịu trách nhiệm phát triển."
GameManualItem/content/RuleNameBranch/3/tip,Ví dụ: <color=#CF001C>john-bugfix-quest</color>.
GameManualItem/content/RuleNameBranch/4,"<b>4. Thêm ID vấn đề:</b>
     Trong dự án tổ, người phát triển thường tạo ra diễn đàn thảo luận để giải quyết vấn đề. 
     Việc đưa ID vấn đề vào tên chi nhánh sẽ giúp theo dõi vấn đề tương ứng."
GameManualItem/content/RuleNameBranch/4/tip,Ví dụ: <color=#CF001C>pan-3759-trade</color>.
GameManualItem/content/RuleNameBranch/5,"Việc tuân theo các nguyên tắc đặt tên chi nhánh này sẽ giúp hiểu được mục đích của từng chi nhánh. 
Nếu bạn là thành viên của một nhóm, hãy tuân thủ các quy tắc đặt tên chi nhánh của nhóm để duy trì tính nhất quán. 
Nó giúp nhóm hiểu và quản lý các chi nhánh tốt hơn."
GameManualItem/content/ProcessCreateCommit/1,"Khi bạn đã hoàn thành việc phát triển một tính năng cụ thể, 
hoặc khi bạn cần sao lưu nội dung đang được phát triển.
Đã đến lúc tạo một commit trong kho lưu trữ cục bộ của bạn. 
Đây là quá trình tạo một commit:
<b>1. Xác định file cần upload:</b>
     Bạn cần di chuyển tập tin đến Staging Area 
     trước khi bạn có thể đẩy nội dung tệp vào kho lưu trữ để tạo commit. 
     Vui lòng sử dụng các lệnh để đảm bảo rằng Staging Area chứa các tệp bạn muốn lưu, 
     trong khi các tập tin không liên quan không nên được đưa vào Staging Area.
<b>2. Viết một thông điệp commit và tạo commit:</b>
     Sau khi xác nhận, hãy tạo một commit bằng lệnh sau:"
GameManualItem/content/ProcessCreateCommit/1/Command,"git commit <color=#CF001C>-m or --message</color> <color=""#173D91"">""thông điệp commit""</color>"
