GameManualItem/content/git reset/1/tip,"在實際使用 Git 時，
<color=#CF001C>git reset</color> 除了有上述功能外，還能夠刪除 '提交記錄' 裡的提交。
但是，考慮到刪除提交後造成的不可挽回性以及操作的難度。
本遊戲將略過 '刪除提交' 功能，以確保學習品質。"
GameManualItem/content/git reset/commandDetail/1,git reset <color=#CF001C>指定的檔案名稱</color>
GameManualItem/content/git reset/commandDetail/1/example,"當使用者 A 不小心將一個重要檔案推送到 '暫存區域' 時，
可以執行以下指令將其移回 '未追蹤' 區域："
GameManualItem/content/git reset/commandDetail/1/exampleBox,git reset <color=#CF001C>機密文件.txt</color>
GameManualItem/content/git reset/commandDetail/1/hint,"<b>1. 無法即時更新內容：</b>
     執行指令後，不會立即看到即時的反饋。
     請使用 <color=#CF001C>git status</color> 指令查看最新的 '暫存區域' 狀態。"
GameManualItem/content/git reset/commandDetail/1/scenario,1. 當你不想要將修改後的檔案放入 '暫存區域' 時。
GameManualItem/content/git reset/commandDetail/1/use,將指定的檔案從 '已追蹤' 區域移回 '未追蹤' 區域。
GameManualItem/content/git reset/commandDetail/2,git reset <color=#CF001C>資料夾名稱</color>
GameManualItem/content/git reset/commandDetail/2/example,"當使用者 A 不希望將資料夾中的大型檔案提交到 '暫存區域' 時。
可以執行以下指令將其移回 '未追蹤' 區域："
GameManualItem/content/git reset/commandDetail/2/exampleBox,git reset <color=#CF001C>未壓縮圖片庫</color>
GameManualItem/content/git reset/commandDetail/2/scenario,1. 希望一次性將指定資料夾中的所有檔案移回 '未追蹤' 區域時。
GameManualItem/content/git reset/commandDetail/2/use,將指定資料夾中的所有檔案從 '已追蹤' 區域移回 '未追蹤' 區域。
GameManualItem/content/git reset/commandDetail/3,git reset <color=#CF001C>.</color>
GameManualItem/content/git reset/commandDetail/3/example,"當使用者 A 需要一次性將多個資料夾中的檔案移回 '未追蹤' 區域時。
可以執行以下指令："
GameManualItem/content/git reset/commandDetail/3/exampleBox,git reset <color=#CF001C>.</color>
GameManualItem/content/git reset/commandDetail/3/scenario,1. 希望一次性將整個專案的檔案移回 '未追蹤' 區域時。
GameManualItem/content/git reset/commandDetail/3/use,將命令行所在路徑下的所有檔案從 '已追蹤' 區域移回 '未追蹤' 區域。
GameManualItem/content/git status/1,"<color=#CF001C>git status</color> 屬於與 '暫存區域' 相關的指令類型。

通過這個指令來查看目前 Git 管理系統中的 '暫存區域' 狀態。
以便了解哪些檔案已被追蹤，哪些檔案已被修改，以及是否準備好進行提交。"
GameManualItem/content/git status/1/tip,"在實際使用 Git 時，指令執行結果會顯示在命令行視窗中。
本遊戲將輸出內容，整合到 '暫存區域' 視窗中。
以便更容易查看內容，視窗的設計和實際輸出相似。"
GameManualItem/content/git status/commandDetail/1,git status
GameManualItem/content/git status/commandDetail/1/example,"當使用者 A 在將修改完成的檔案推入或移出 '暫存區域' 後，
執行以下指令來查看區域中檔案的狀態："
GameManualItem/content/git status/commandDetail/1/exampleBox,git status
GameManualItem/content/git status/commandDetail/1/hint,"<b>1. 無法即時更新內容：</b>
     在執行與 '暫存區域' 互動的指令（例如：git add、git reset 等）後。
     雖然檔案的狀態已更改，但無法立即看到視窗中的更新。

     因此，在執行這些指令後，請再次使用 <color=#CF001C>git status</color> 指令以查看最新的狀態。"
GameManualItem/content/git status/commandDetail/1/scenario,"1. 需要確認當前 '暫存區域' 的狀態。
2. 將檔案推入或移出 '暫存區域' 後。
3. 創建新的提交前，確認追蹤的檔案和狀態。"
GameManualItem/content/git status/commandDetail/1/use,開啟 '暫存區域' 視窗，顯示當前 '暫存區域' 的狀態。
GameManualItem/content/git/1,"<color=#CF001C>git</color> 是 Git 指令中最基礎的類型之一。

在執行 Git 指令時，您需要將 <color=#CF001C>git</color> 作為第 1 個指令欄位，
然後在第 2 欄位加上其他指令類型（例如：init 、add）。

而 <color=#CF001C>git</color> 指令類型，只需要輸入 1 個欄位的指令即可執行。
也可以在指令前方加入其他參數來執行不同操作。

通常情況下，<color=#CF001C>git</color> 指令可用於以下情境：
 1. 確認當前電腦使用的 Git 系統版本。
 2. 了解可用的 Git 系統指令，以及每個指令的用途。"
GameManualItem/content/git/commandDetail/1,git <color=#CF001C>-h 或 --help</color>
GameManualItem/content/git/commandDetail/1/example,當使用者 A 在使用 Git 遇到問題時，可以執行以下指令來獲得幫助：
GameManualItem/content/git/commandDetail/1/exampleBox,git <color=#CF001C>--help</color>
GameManualItem/content/git/commandDetail/1/hint,"在本遊戲中，每個指令的詳細說明都包含在遊戲手冊中。
如果想要進一步了解特定指令，請點擊遊戲手冊按鈕或執行這個指令來開啟手冊。"
GameManualItem/content/git/commandDetail/1/scenario,"1. 需要回顧之前學習的內容。
2. 查找特定指令的使用方法時。"
GameManualItem/content/git/commandDetail/1/use,"了解所有可用 Git 指令的簡要說明。
除了執行這個指令外，也可以從 Git 官方網站來獲得更詳細的指令使用方法。"
GameManualItem/content/git/commandDetail/2,git <color=#CF001C>-v 或 --version</color>
GameManualItem/content/git/commandDetail/2/example,"當使用者 A 想要使用 Git 來管理專案時。
可以執行以下指令來確認 Git 是否已安裝："
GameManualItem/content/git/commandDetail/2/exampleBox,git <color=#CF001C>--version</color>
GameManualItem/content/git/commandDetail/2/hint,"無特別注意事項，只需遵守基本的 Git 指令輸入規則即可。
參考遊戲手冊中的 'Git 指令的基本介紹'。"
GameManualItem/content/git/commandDetail/2/scenario,"1. 在開始使用 Git 管理專案之前。
2. 需要確認電腦是否已安裝 Git 系統。"
GameManualItem/content/git/commandDetail/2/use,確認當前電腦使用的 Git 系統版本，同時確認是否已安裝系統。
GameManualItem/content/gitMergeModes/1,"當執行分支合併指令時，Git 會比較兩個目標分支的提交記錄，並採用其中一種合併模式。

以下是 Git 的三種合併模式：
1. 快速合併（Fast-Forward Merge）
2. 自動合併（Auto Merge）
3. 合併衝突（Merge Conflict）"
GameManualItem/content/gitMergeModes/2,"比較兩個分支的提交記錄，
發現兩個分支的路徑沒有分叉，保持成一條直線，
Git 將執行快速合併。

快速合併會更新當前分支的提交記錄，
最終與指定合併分支的提交記錄相同。
並且過程中不會新增提交，只有提交記錄被更新。"
GameManualItem/content/gitMergeModes/2/Title,快速合併
GameManualItem/content/gitMergeModes/3,"比較兩個分支的提交記錄，
發現提交記錄分成兩條路徑，它們有各自的開發提交。
Git 將比較兩個分支的修改內容。

檢查後如果發現分支的修改內容不會造成衝突，則使用自動合併。

在將指定分支的內容合併到當前分支後，會多新增一個提交。
表示合併已成功，提交訊息會顯示進行合併的兩個分支名稱。"
GameManualItem/content/gitMergeModes/3/Title,自動合併
GameManualItem/content/gitMergeModes/4,"與自動合併相似，
當兩個目標分支分成兩條路徑，有各自的開發提交時。
Git 將比較兩個分支的修改內容。

如果都在同個文件上修改內容，並且有不同的修改時。
Git 會提醒開發者合併發生衝突，需要手動解決。
這時採用的是合併衝突模式。

當衝突發生時，合併過程將會暫停。
開發者需要進入發生衝突的檔案，
決定哪些內容需要保留，哪些需要刪除。

解決所有衝突後，將這些內容新建提交，合併將會繼續進行。
最後，指定分支的內容將合併到當前分支。
並且當前分支會新增一個提交。
這個提交包含著我們解決衝突後的檔案內容。"
GameManualItem/content/gitMergeModes/4/tip,"自動合併與合併衝突是相關的，
而本遊戲將合併分為三種模式，以提高辨認度。"
GameManualItem/content/gitMergeModes/4/Title,合併衝突
GameManualItem/content/IntroAssistance/1,"對話視窗是遊戲中經常使用的視窗。
在遊戲開始前，需要點擊此按鈕來進行下一步。
關卡中會出現多個對話來引導您目前應該做什麼。

當系統允許您自由操作時，再次點擊按鈕來啟動協助功能。
系統會跳出選項。"
GameManualItem/content/IntroAssistance/1/Image1,對話視窗
GameManualItem/content/IntroAssistance/1/Image2,劇情文字
GameManualItem/content/IntroAssistance/1/Image3,您的回答
GameManualItem/content/IntroAssistance/2,"對話中通常會包含教學內容和引導，
在忘記應該做什麼事情時就可以選擇這個選項。"
GameManualItem/content/IntroAssistance/2/Title,回顧上一次的對話
GameManualItem/content/IntroAssistance/3,"提示功能將會根據當前的關卡目標，給予對應的提示。
使用了提示功能後，
本次完成目標的評價將會變為 '使用提示功能達成目標'。"
GameManualItem/content/IntroAssistance/3/Title,使用提示功能
GameManualItem/content/IntroAssistance/4,"解答功能會通過對話來協助您，直至當前目標完成。
使用了提示功能後，
本次完成目標的評價將會變為 '使用解答功能達成目標'。

如果要使用本功能，需要達成一定條件才能解鎖。
為了更好地學習 Git 指令與版本控制的知識，
請盡量通過其他方式來完成目標吧。"
GameManualItem/content/IntroAssistance/4/Title,使用解答功能
GameManualItem/content/IntroCommandLine/1,"命令行視窗模擬了現實電腦中的命令提示字元（CMD）視窗。
使用者能在視窗上執行系統指令和 Git 指令。

在實際執行 Git 指令時，指令執行結果會顯示在這個視窗中。"
GameManualItem/content/IntroCommandLine/10,"根據目前輸入的內容搜尋合適的結果，以快速填入到輸入欄中。
適用於以下情景：
1. 快速填入指令
2. 不熟悉指令的結構
3. 使用遊戲中的系統：填入提交訊息、命名分支"
GameManualItem/content/IntroCommandLine/10/tip,"關於如何使用快速填入提交訊息、命名分支功能，
可以參考遊戲手冊中的 'git commit'、'git branch' 指令。"
GameManualItem/content/IntroCommandLine/10/Title,快速完成功能
GameManualItem/content/IntroCommandLine/2,<b>右側垃圾桶圖示：</b>清除指令歷史記錄的內容
GameManualItem/content/IntroCommandLine/2/Title,工具欄介紹
GameManualItem/content/IntroCommandLine/3,"用於記錄之前執行過的指令。
點擊其中一個指令，來查看執行後的結果。
或者將滑鼠移到指令上，來快速預覽結果。

執行指令後，會有三種結果：

<b>1. 執行成功：</b>"
GameManualItem/content/IntroCommandLine/3/Image,001 - 正確執行指令
GameManualItem/content/IntroCommandLine/3/Title,指令歷史記錄
GameManualItem/content/IntroCommandLine/4/Image,002 - 指令執行有誤
GameManualItem/content/IntroCommandLine/4,"     執行的指令正確且不會對專案造成問題時。

<b>2. 警告：</b>"
GameManualItem/content/IntroCommandLine/5/Image,003 - 指令強制中止
GameManualItem/content/IntroCommandLine/5,"     指令執行中斷，通常表示執行的內容有誤。
     遊戲會提醒您執行失敗的原因。

<b>3. 指令執行中止：</b>"
GameManualItem/content/IntroCommandLine/6,"     執行的指令可能對專案造成問題。
     如果指令執行成功，需要花費額外時間和精力來解決問題。
     在遊戲中，執行的內容會強制中止，並視為操作錯誤。"
GameManualItem/content/IntroCommandLine/7,執行指令後，其結果會顯示在這裡。
GameManualItem/content/IntroCommandLine/7/Title,指令執行細節
GameManualItem/content/IntroCommandLine/8,"<b>滑鼠移到左側指針圖示：</b>當前命令行位置
<b>滑鼠移到右側分支圖示：</b>當前所在分支、提交"
GameManualItem/content/IntroCommandLine/8/tip,"在本遊戲裡，命令行視窗將同步檔案管理視窗的路徑。
如果在檔案管理視窗中移動路徑，命令行也會更新路徑。"
GameManualItem/content/IntroCommandLine/8/Title,當前位置
GameManualItem/content/IntroCommandLine/8/Image,命令行所在路徑
GameManualItem/content/IntroCommandLine/9,"用於執行 Git 指令，在輸入指令的過程中能進行以下操作：
1. 點擊 Tab 鍵或放大鏡圖示來使用快速搜尋功能
2. 點擊 Enter 鍵或箭頭圖示來執行指令。
3. 按下方向鍵上下來快速填入之前執行過的指令。
4. 選取輸入欄時，點擊右鍵來貼上複製的內容。"
GameManualItem/content/IntroCommandLine/9/Image,點擊輸入指令...
GameManualItem/content/IntroCommandLine/9/Title,輸入指令欄
GameManualItem/content/IntroCommitHistory/1,"提交記錄視窗是一個將 'git log' 指令的輸出結果獨立出來的視窗。
視窗顯示了 'git log' 指令執行結果，
並做出一些改進來提升您對提交記錄的理解。"
GameManualItem/content/IntroCommitHistory/2,"您可以點擊之前執行過的指令來查看不同時期的提交記錄狀態。
這裡將顯示對應的指令 ID。"
GameManualItem/content/IntroCommitHistory/2/Title,當前顯示內容
GameManualItem/content/IntroCommitHistory/3,"提交記錄將分成本地和遠端兩個部分，
當本次場景擁有遠端儲存庫的話，可以通過遠端按鈕來展開、收起內容。"
GameManualItem/content/IntroCommitHistory/3/Title,提交記錄區域
GameManualItem/content/IntroCommitHistory/4,"這裡將顯示本地、遠端儲存庫包含的分支列表。
您可以藉由列表上的顏色，以及當前提交的顏色，
來得知它們屬於什麼分支。

另外，當點擊列表中的一個分支時。
屬於點擊分支的所有提交將會切換成該分支代表的顏色。

旗子圖示的是 HEAD，表示當前 Git 所在的提交，
點擊在分支列表上的 HEAD，將顯示 HEAD 上的所有提交記錄。"
GameManualItem/content/IntroCommitHistory/4/Title,提交記錄分支列表與 HEAD
GameManualItem/content/IntroCommitHistory/5,"在實際運行 'git log' 指令時，
提交資訊如創建提交的作者、時間、訊息都會顯示於命令行上。

本遊戲將這些資訊隱藏起來，
如果要查看這些內容，請點擊特定的提交。
在彈窗中將顯示該提交的所有細節資訊。"
GameManualItem/content/IntroCommitHistory/5/Title,提交詳細內容
GameManualItem/content/IntroCommitHistory/6,"在實際運行 'git log' 指令時，
如果我們沒有通過 'git pull' 等指令來更新遠端儲存庫。
實際上是看不見這些鎖住提交的資訊的。

遊戲中通過這個方式來提醒您，
如有需要，請使用 'git pull' 來更新遠端儲存庫的內容。"
GameManualItem/content/IntroCommitHistory/6/Title,鎖起來的提交
GameManualItem/content/IntroFileContent/1,"檔案內容視窗模擬了現實電腦中的文件編輯工具，
讓您可以對指定文件的內容進行編輯。

這個視窗具備以下功能：
1. 新增內容
2. 修改特定行數的內容
3. 刪除特定行數的內容
4. 重新命名當前文件"
GameManualItem/content/IntroFileContent/2,"<b>左側文字：</b>當前編輯的文件名稱
<b>右側鉛筆圖示：</b>重新命名文件按鈕"
GameManualItem/content/IntroFileContent/2/Title,標題欄介紹
GameManualItem/content/IntroFileContent/3,"在開啟指定文件後，文件的內容會顯示在此區域。

每一行的結構如下：
<b>·左側鉛筆按鈕：</b>修改此行文字
<b>·中間文字：</b>此行文字內容
<b>·右側 X 按鈕：</b>刪除此行

此外，底部有一個 <color=#CF001C>+</color> 按鈕，用於新增文件內容。"
GameManualItem/content/IntroFileContent/3/Title,文件內容區域
GameManualItem/content/IntroFileContent/4,"如果您在遊戲過程中執行了不正確的操作，
系統會在此顯示錯誤訊息，並提供造成錯誤的原因。

想要了解如何避免操作錯誤發生
可以參考遊戲手冊中的 '如何完美達成目標'。"
GameManualItem/content/IntroFileManager/1,"檔案管理視窗模擬了現實電腦中的檔案總管系統，
它展示了目前模擬背景中的電腦內容。

在本遊戲中，該視窗經常會維持開啟的狀態。
因為某些 Git 指令需要您輸入特定檔案的名稱。"
GameManualItem/content/IntroFileManager/2,"<b>左側按鈕：</b>返回上一層資料夾
<b>右側文字框：</b>顯示目前所在的資料夾位置/路徑（Home 表示首頁）"
GameManualItem/content/IntroFileManager/2/Title,工具欄介紹
GameManualItem/content/IntroFileManager/3,"在本遊戲裡，檔案管理中的文件簡單分為兩種類型。
您可以根據圖示進行區分：

<b>1. 文件類型：</b>"
GameManualItem/content/IntroFileManager/3/Title,檔案類型介紹
GameManualItem/content/IntroFileManager/4,"     對文件點擊滑鼠左鍵來開啟 '檔案內容' 視窗。
     點擊滑鼠右鍵會彈出功能選單。

<b>2. 資料夾類型：</b>"
GameManualItem/content/IntroFileManager/5,"     對資料夾點擊滑鼠左鍵來進入資料夾裡面。
     移動後，將顯示資料夾裡的內容。"
GameManualItem/content/IntroFileManager/6,"如果您在遊戲過程中執行了不正確的操作，
系統會在此顯示錯誤訊息，並提供造成錯誤的原因。

想要了解如何避免操作錯誤發生，
可以參考遊戲手冊中的 '如何完美達成目標'。"
GameManualItem/content/IntroGame/1,"歡迎來到 GITainment 的遊戲世界！
本遊戲將教會您如何使用 Git 來有效管理專案。

Git 是一個強大的專案管理工具，
它能幫助您追蹤專案的開發歷程，提高專案的穩定性和開發效率。

它對軟體開發人員來說是很重要的工具，
同時，只要是長期需要進行管理的專案都能夠通過 Git 來有效管理它們

在遊戲中，您將學習到 Git 的基本概念和用法。
即使您沒有寫程式的經驗或從未接觸過 Git。
完成遊戲後，您將具備使用 Git 的能力。"
GameManualItem/content/IntroGame/1/Title,遊 戲 介 紹
GameManualItem/content/IntroGame/2,"本遊戲將 Git 的核心知識分成了多個關卡，
並組成三個主題關卡：

<b>1. Git 的基礎：</b>
     學習 Git 的核心概念和基本指令。
     完成主題關卡後，將具備使用 Git 進行專案管理的基本能力。

<b>2. 分支管理：</b>
     學習 Git 的分支系統。
     讓專案能以更穩定和有效的方式進行開發。

<b>3. 遠端管理：</b>
     學習 Git 的遠端管理功能。
     學習將專案上傳到網絡，來和團隊共同開發。"
GameManualItem/content/IntroGame/2/Title,Git 主題關卡
GameManualItem/content/IntroGame/3,"每個關卡會生成符合學習目標的場景，讓您在故事情節中解決實際問題。

每個場景都有一個主要目標，本遊戲將它細分成了多個小目標。

您只需按照當前目標和指示執行動作，當所有目標都完成後即可通過關卡。

在遊戲畫面左上方，顯示著當前目標的要求。
請按照指示依序完成任務，來完成關卡吧"
GameManualItem/content/IntroGame/3/Title,模擬場景目標
GameManualItem/content/IntroGame/3/Image1,關卡名稱
GameManualItem/content/IntroGame/3/Image2,當前目標
GameManualItem/content/IntroGame/4,"遊戲過程中，每個完成的目標會根據您的表現獲得不同評價。
關卡分數表示對關卡的熟練程度。

完成關卡後，遊戲將給予您 1 到 4 顆星的最後評價。
並且，您在關卡的得分和通過時間將上傳至全球排行榜。
請試著獲得高分來成為全球前 10 名的 Git 學習者吧！"
GameManualItem/content/IntroGame/4/Title,遊戲得分
GameManualItem/content/IntroGameManual/1,"遊戲手冊可以幫助您回顧之前在遊戲中學到的內容。
您隨時可以在選擇關卡畫面或遊玩關卡時開啟它以查看手冊內容。

如果在遊戲中遇到困難，無法解決當前的挑戰時。
遊戲手冊可以提供提示和解決方案。

隨著您遊玩新的關卡，新的知識將被解鎖並添加到其中。
根據知識的種類分為三個主題：

<b>1. Git 指令：</b>
     遊戲中會學到的 Git 指令都歸類在這個分類下。
     包括每個指令的使用方法、情境和注意事項。

<b>2. 遊戲規則與視窗：</b>
     這個分類包括了遊戲中的系統、視窗、規則等內容。
     如果需要確認遊戲中的功能，可以從這裡來了解。

<b>3. 版本控制：</b>
     包含版本控制、Git 相關的知識和概念。

當完成遊戲的某個關卡後，想要複習之前學到的知識時。
就可以開啟遊戲手冊來複習。
或者是直接在選擇關卡畫面中選擇要複習的關卡來實際練習。"
GameManualItem/content/IntroGameManual/2,"在遊戲手冊中，左側列出了每個主題中的內容。
您可以點擊左上方的分類按鈕，以查看每個分類中包含的知識列表。

知識列表有三種不同的圖示：

<b>1. 未解鎖的知識，可以通過遊玩新關卡來解鎖：</b>"
GameManualItem/content/IntroGameManual/2/Title,手冊知識列表
GameManualItem/content/IntroGameManual/3,<b>2. 已解鎖的知識：</b>
GameManualItem/content/IntroGameManual/4,<b>3. 已解鎖的知識，並且在當前關卡中可能會使用到：</b>
GameManualItem/content/IntroGameManual/5,"     此標記在 'Git 指令' 分類特別有幫助。
     它能幫助您確定哪些指令將在當前關卡中使用。"
GameManualItem/content/IntroGameScore/1,"在遊戲關卡中，
您需要執行正確的操作來達成當前目標。

完成目標時會根據您的表現給予評價，
您可以通過計分表中的星星圖示來得知當前目標完成後可以獲得的評價。

評價分為以下四種：

<b>1. 完美達成目標 (1000 分)：</b>"
GameManualItem/content/IntroGameScore/1/Title,得 分 介 紹
GameManualItem/content/IntroGameScore/2,"     在完成當前目標的過程中，沒有執行任何錯誤操作時得到的評價。

<b>2. 完成目標，但過程中有錯誤操作 (750 分)：</b>"
GameManualItem/content/IntroGameScore/3,     完成當前目標的過程中曾執行過錯誤操作得到的評價。
GameManualItem/content/IntroGameScore/3/tip,"關於如何得到完美評價，
可以參考遊戲手冊中的 '如何完美達成目標'。"
GameManualItem/content/IntroGameScore/4,<b>3. 使用提示功能達成目標 (500 分)：</b>
GameManualItem/content/IntroGameScore/5,"     完成當前目標的過程中，曾使用過提示功能得到的評價。

<b>4. 使用解答功能達成目標 (0 分)：</b>"
GameManualItem/content/IntroGameScore/6,"     完成當前目標的過程中，曾使用過解答功能得到的評價。

通過遊戲關卡後，可以在結算畫面中查看每一個完成目標的評價。"
GameManualItem/content/IntroGitCommand/1,"Git 是一個廣泛使用的版本控制工具，
使用者需要在命令行上輸入 Git 指令來執行各種操作。
Git 指令的結構是由多段的關鍵字組成的，並通過空格來區分。

例如："
GameManualItem/content/IntroGitCommand/1/exampleBox,<color=#CF001C>git</color> <color=#173D91>add</color> <color=#244B0E>Text_File.txt</color>
GameManualItem/content/IntroGitCommand/1/Title,Git 指令結構介紹
GameManualItem/content/IntroGitCommand/2,"以上的指令總共有 3 個指令欄位：

<b>第 1 個欄位  -   <color=#CF001C>git</color>：</b>
是執行 Git 指令時必須輸入的關鍵字，
Git 指令需要在開頭輸入 <color=#CF001C>git</color>。

<b>第 2 個欄位  -   <color=#173D91>add</color>：</b>
這欄內容通常用於決定 Git 指令類型，
<color=#173D91>add</color> 指令類型用於將檔案移入暫存區域。

<b>第 3 個欄位  -   <color=#244B0E>Text_File.txt</color>：</b>
根據不同的指令類型，
有些指令可以在前方加入其他關鍵字來達成多樣的功能。
查閱 Git 的官方網站，來得知一個指令類型的使用方法。"
GameManualItem/content/IntroGitCommand/3,"在本遊戲中，將注重於最基本且實用的 Git 指令。
您只需要學習遊戲手冊、關卡教學提到的指令即可。

以下是在執行 Git 指令需要注意的一些要點：

<b>1. 通過空格來區分指令欄位：</b>
     Git 需要通過空格來確認每一個欄位的內容，
     以此來執行不同的功能。

<b>2. 注意指令的大小寫：</b>
     Git 指令需要確保大小寫一致，
     來避免意外錯誤發生。

<b>3. 按照遊戲手冊、關卡教學提到的指令格式來輸入：</b>
     本遊戲盡量簡化了多樣的 Git 指令結構，
     按照教學中提到的使用方法，您就可以順利執行指令。"
GameManualItem/content/IntroGitCommand/3/Title,注意事項
GameManualItem/content/IntroResultsScreen/1,"在通過關卡時顯示的視窗。
系統會記錄您在關卡中執行的操作，
視窗中將統計它們，讓您了解自己在關卡中的熟練度。"
GameManualItem/content/IntroResultsScreen/2,"顯示本次關卡的總得分和關卡評價，
每個關卡都有 1 到 4 顆星的評價。
您可以通過評價來驗證在關卡中的熟練度。

另外，下方將顯示在關卡中執行動作的次數統計。"
GameManualItem/content/IntroResultsScreen/2/Title,關卡評價與細節統計
GameManualItem/content/IntroResultsScreen/3,"個人排行榜是您在本次關卡的最佳記錄。
通過它來追蹤自己的學習進度。
請嘗試打破自己的記錄，來證實自己進步了。

另外，關卡的得分和通過時間將上傳至全球排行榜。
您可以通過右上方的按鈕來查看本關卡的全球排行榜。"
GameManualItem/content/IntroResultsScreen/3/Title,排行榜
GameManualItem/content/IntroResultsScreen/4,"顯示本次關卡中已完成的所有目標。
每個目標都包括任務描述和完成目標花費的時間。
並且，完成的目標會分為四種評價：

1. <b>完美達成目標（橙色星星）</b>"
GameManualItem/content/IntroResultsScreen/4/Title,完成目標列表
GameManualItem/content/IntroResultsScreen/5,2. <b>完成目標，但過程中有錯誤操作（綠色勾勾）</b>
GameManualItem/content/IntroResultsScreen/6,3. <b>使用提示功能達成目標（黃色三角形）</b>
GameManualItem/content/IntroResultsScreen/7,4. <b>使用解答功能達成目標（紅色叉叉）</b>
GameManualItem/content/IntroStagingArea/1,"暫存區域視窗是一個將 'git status' 指令的輸出結果獨立出來的視窗，
視窗顯示了 'git status' 指令執行結果。"
GameManualItem/content/IntroStagingArea/2,"您可以點擊之前執行過的指令來查看不同時期的暫存區域狀態。
這裡將顯示對應的指令 ID。"
GameManualItem/content/IntroStagingArea/2/Title,當前顯示內容
GameManualItem/content/IntroStagingArea/3,"遊戲將暫存區域內容簡化成了兩種檔案狀態：

<b>1. 未追蹤區域：</b>
     比較當前提交和工作目錄的檔案內容，
     發現工作目錄的內容不同，但尚未移動至暫存區域的檔案

<b>2. 已追蹤區域：</b>
     比較當前提交和工作目錄的檔案內容，
     發現工作目錄的內容不同，並加入至暫存區域的檔案"
GameManualItem/content/IntroStagingArea/3/Title,已追蹤與未追蹤區域
GameManualItem/content/IntroStagingArea/4,"從左到右分別是：
1. 檔案狀態
2. 檔案在專案中的位置
3. 檔案名稱

其中，檔案狀態分成下列幾種：

<b>1. 新增圖示：</b>"
GameManualItem/content/IntroStagingArea/4/Title,檔案狀態
GameManualItem/content/IntroStagingArea/5,"     這個檔案是第一次被追蹤。

<b>2. 修改圖示：</b>"
GameManualItem/content/IntroStagingArea/6,"     檔案已被追蹤，但是內容有做修改。

<b>3. 刪除圖示：</b>"
GameManualItem/content/IntroStagingArea/7,     移除檔案的追蹤，通常表示該檔案已被刪除。
GameManualItem/content/IssuesBackupFile/1,"備份檔案雖然能夠簡單快速的管理專案。
但是長期下來會產生大量問題，
導致專案變得難以管理，進而影響開發效率。

以下將介紹幾個常見的問題：

<b>1. 專案資料夾出現不相關的文件：</b>
     如果需要備份檔案，就需要複製文件並命名成方便辨識的名稱。
     時間一長，資料夾中會多出大量不相關的文件，造成管理上的不便。

<b>2. 難以查看不同版本的差異：</b>
     如果想要知道某個版本的檔案做了什麼修改時，
     需要將整個文件內容瀏覽一遍才行。
     當開發過程中發生嚴重錯誤時，會花費大量時間和精力去尋找發生錯誤的來源。

<b>3. 修改到錯誤的檔案上：</b>
     當專案中出現過多不相關的檔案時，
     可能會不小心在舊版本文件上改動內容。
     造成專案記錄錯亂。

<b>4. 團隊開發的不便：</b>
     當我們想要與其他人合作開發專案時，
     備份檔案的方式會嚴重破壞開發流程。
     例如：備份檔案的數量、查看版本差異的時間、如何將團隊的內容合併在一起等系列問題。

以上只是較為常見的問題，
使用備份檔案來管理專案，可能會造成許多意想不到的麻煩。

使用 Git 來管理專案。
能夠解決上述問題，進而提升專案的穩定性和效率。
讓您可以花費更多時間在開發專案上。"
GameManualItem/content/ProcessCreateCommit/1,"當成功完成特定功能的開發，或者需要備份開發中的內容時。
我們就需要在本地儲存庫中創建提交。

以下是創建提交的流程：

<b>1. 確定要上傳的檔案：</b>
     我們需要將檔案移到暫存區域，才能將檔案內容推送到儲存庫以創建提交。
     請通過指令來確認暫存區域中包含了需要保存的檔案，
     而不相關的檔案則不應該放入暫存區域中。

<b>2. 填寫提交訊息並創建提交：</b>
     在確認完成後，通過以下指令來創建提交。"
GameManualItem/content/ProcessCreateCommit/1/Command,"git commit <color=#CF001C>-m 或 --message</color> <color=""#173D91"">""提交訊息""</color>"
GameManualItem/content/ProcessCreateCommit/2,"     提交訊息應該清晰地描述你所做的更改，這有助於以後追蹤和理解提交的目的。

     執行指令後，表示您已完成創建提交。
     您也可以透過以下指令來確認操作是否成功。"
GameManualItem/content/ProcessCreateCommit/2/Command,git log
GameManualItem/content/ProcessCreateCommit/3,"
<b>3. 將提交上傳至遠端儲存庫（可選）：</b>
     在本地分支上完成開發後，可以通過以下指令來推送到連結的遠端儲存庫："
GameManualItem/content/ProcessCreateCommit/3/Command,"git push <color=#CF001C>遠端儲存庫別名</color> <color=""#173D91"">本地分支</color>"
GameManualItem/content/ResolveMergeConflict/1,"在進行分支合併時，可能會出現合併衝突。
尤其在多人協作裡更為常見。

當兩個分支對同一文件做了修改，但修改內容不同時。
Git 無法自行判斷哪些內容應該要留下、哪些要捨棄，
因此會提醒開發者需要手動解決衝突。

以下是解決合併衝突的步驟：

<b>1. 確認發生衝突的檔案：</b>
     當發生衝突時，命令行會顯示所有發生衝突的檔案。
     這些檔案在暫存區域裡也會變成 '未追蹤'。

<b>2. 了解衝突文件內容：</b>
     衝突的檔案內容會新增三行特殊符號  <color=#CF001C><</color>，<color=#CF001C>=</color>，和 <color=#CF001C>></color>。
     兩個合併分支的修改內容也包含在其中。"
